base_fee_per_gas,block_time,gas_limit,gas_price,gas_used,max_fee_per_gas,max_priority_fee_per_gas,priority_fee_per_gas
29970819327,1646267182,21000,43657650535,21000,43657650535,43657650535,13686831208
36138586409,1646291446,21000,39588327425,21000,39588327425,39588327425,3449741016
33701371167,1648729059,21000,38272491122,21000,38272491122,38272491122,4571119955
26547133153,1648729241,21000,27673375035,21000,27673375035,27673375035,1126241882
49385406730,1644992917,21000,51672362589,21000,51672362589,51672362589,2286955859
73091121275,1645042117,21000,75252196701,21000,75252196701,75252196701,2161075426
73091121275,1645042117,21000,75252196701,21000,,,
73091121275,1645042117,21000,75492047954,21000,75492047954,75492047954,2400926679
61444184721,1644976836,21000,67786116839,21000,67786116839,67786116839,6341932118
63319525972,1644981284,21000,66245153518,21000,66245153518,66245153518,2925627546
38812248413,1648276997,21000,40812248413,21000,53000000000,2000000000,2000000000
38060949653,1650602942,21000,39560949653,21000,41892668654,1500000000,1500000000
33926700534,1650801835,21000,39041574323,21000,39041574323,39041574323,5114873789
25921988139,1650795567,21000,27921988139,21000,27927052751,2000000000,2000000000
65269178575,1649095368,21000,77783715721,21000,77783715721,77783715721,12514537146
49638775514,1646314130,21000,51638775514,21000,64000000000,2000000000,2000000000
43338431922,1648764504,21000,45718745425,21000,45718745425,45718745425,2380313503
119183394476,1644972710,21000,128121238817,21000,128121238817,128121238817,8937844341
60394853947,1645046042,21000,71241094898,21000,71241094898,71241094898,10846240951
41480976571,1648266549,21000,46238263779,21000,46238263779,46238263779,4757287208
45911846933,1650587755,21000,51451535380,21000,51451535380,51451535380,5539688447
47112500732,1650809009,21000,50000000000,21000,,,
35044114002,1650817235,21000,37044114002,21000,53810534940,2000000000,2000000000
62897318293,1649081498,21000,65881184670,21000,65881184670,65881184670,2983866377
47490008523,1646349646,21000,59470503242,21000,59470503242,37964096699,11980494719
55025284625,1646271704,21000,59859494221,21000,59859494221,59859494221,4834209596
65798635784,1645031361,21000,81989070002,21000,81989070002,81989070002,16190434218
51649154583,1644980602,21000,59851331667,21000,59851331667,59851331667,8202177084
77440829182,1648259348,21000,78975821593,21000,78975821593,78975821593,1534992411
70051744354,1645043991,21000,79032688822,21000,79032688822,79032688822,8980944468
39945339762,1645010444,21000,41445339762,21000,45583551412,1500000000,1500000000
28566003051,1648323165,21000,32587540388,21000,32587540388,32587540388,4021537337
65796136161,1650809811,21000,66718113019,21000,66718113019,66718113019,921976858
38221770339,1646288593,21000,41149263663,21000,41149263663,41149263663,2927493324
37920551268,1648693968,21000,40900653956,21000,40900653956,40900653956,2980102688
70154183881,1648743398,21000,72516363810,21000,72516363810,72516363810,2362179929
53312428075,1644977404,21000,55686288815,21000,55686288815,55686288815,2373860740
65760874381,1648259620,21000,69942121175,21000,69942121175,69942121175,4181246794
64202247666,1650651423,21000,68785774858,21000,68785774858,68785774858,4583527192
52123720047,1650659202,21000,53585548111,21000,53585548111,53585548111,1461828064
58006149465,1650585614,21000,60587114977,21000,60587114977,60587114977,2580965512
65825947127,1650652383,21000,72967584198,21000,72967584198,72967584198,7141637071
53280450175,1650829602,21000,55280450175,21000,100000000000,2000000000,2000000000
53280450175,1650829602,21000,55280450175,21000,65276110411,2000000000,2000000000
42309972782,1650806810,21000,44309972782,21000,53463468323,2000000000,2000000000
42585231976,1650815103,21000,45242607322,21000,45242607322,45242607322,2657375346
37394736794,1646266416,21000,41853526562,21000,41853526562,41853526562,4458789768
35877841291,1646297651,21000,37377841291,21000,38490477792,1500000000,1500000000
30083896950,1646290819,21000,33656975367,21000,33656975367,33656975367,3573078417
54402810067,1646326905,21000,56402810067,21000,56869042119,2000000000,2000000000
37583539460,1646289855,21000,39083539460,21000,51751443792,1500000000,1500000000
57243534238,1646350270,21000,58743534238,21000,70241320870,1500000000,1500000000
31564071621,1648707053,21000,40251404254,21000,40251404254,40000000000,8687332633
51499096039,1644998152,21000,67973655354,21000,67973655354,67973655354,16474559315
22128810558,1650798454,21000,27142967063,21000,27142967063,27142967063,5014156505
31061063107,1650813984,21000,33061063107,21000,42613620418,2000000000,2000000000
40019906165,1649072668,21000,41519906165,21000,54766451214,1500000000,1500000000
79371772217,1646324515,21000,85157086250,21000,85157086250,85157086250,5785314033
28338162379,1646296397,21000,31480893564,21000,31480893564,31480893564,3142731185
100842618962,1645051074,21000,107644160502,21000,107644160502,107644160502,6801541540
26887188907,1645015876,21000,38973703133,21000,38973703133,38973703133,12086514226
20804327269,1648275348,21000,22779784214,21000,22779784214,22779784214,1975456945
24400723117,1648326566,21000,32317945516,21000,32317945516,32317945516,7917222399
31659231972,1650613896,21000,36203709275,21000,36203709275,36203709275,4544477303
18445245872,1650775632,21000,70000000000,21000,70000000000,70000000000,51554754128
31936728187,1650840026,21000,33936728187,21000,51105196330,2000000000,2000000000
90207201111,1649089871,21000,101550300448,21000,101550300448,101550300448,11343099337
60262757714,1649093530,21000,62997168565,21000,62997168565,62997168565,2734410851
45119035946,1649053166,21000,50035171091,21000,50035171091,50035171091,4916135145
